subscription_id,customer_id,plan_id,subscription_start_date,subscription_end_date,subscription_status,auto_renew,cancellation_date,cancellation_reason,monthly_price
SUB0000325,CUST000290,PLAN03,2025-10-16,,Cancelled,True,2026-03-23,Not enough content,22.99
SUB0000326,CUST000291,PLAN01,2023-08-22,,Active,True,,,6.99
SUB0000327,CUST000292,PLAN02,2022-07-27,,Active,True,,,15.49
SUB0000328,CUST000293,PLAN02,2025-06-22,,Active,True,,,15.49
SUB0000329,CUST000294,PLAN02,2025-01-12,,Active,True,,,15.49
SUB0000330,CUST000295,PLAN02,2023-04-27,,Cancelled,True,2025-12-10,Technical issues,15.49
SUB0000331,CUST000296,PLAN01,2025-08-03,2026-01-26,Plan Changed,True,,,15.49
SUB0000332,CUST000296,PLAN02,2026-01-26,,Cancelled,True,,Found alternative platform,15.49
SUB0000333,CUST000297,PLAN01,2023-01-24,2025-07-12,Plan Changed,True,,,22.99
SUB0000334,CUST000297,PLAN03,2025-07-12,,Active,True,,,22.99
SUB0000335,CUST000298,PLAN03,2023-07-27,,Active,True,,,22.99
SUB0000336,CUST000299,PLAN01,2025-09-13,,Cancelled,True,2026-01-02,No longer needed,6.99
SUB0000337,CUST000300,PLAN01,2020-03-04,,Cancelled,True,2026-05-26,Technical issues,6.99
SUB0000338,CUST000301,PLAN02,2023-07-15,2025-05-06,Plan Changed,True,,,15.49
SUB0000339,CUST000301,PLAN02,2025-05-06,,Active,True,,,15.49
SUB0000340,CUST000302,PLAN03,2019-05-05,,Cancelled,True,2026-05-17,Password sharing crackdown,22.99
SUB0000341,CUST000303,PLAN02,2024-07-09,,Cancelled,True,2026-04-14,Content quality decline,15.49
SUB0000342,CUST000304,PLAN01,2021-11-06,,Active,True,,,6.99
SUB0000343,CUST000305,PLAN02,2026-01-31,,Cancelled,True,2026-03-08,Not enough content,15.49
SUB0000344,CUST000306,PLAN01,2025-10-22,,Active,True,,,6.99
SUB0000345,CUST000307,PLAN01,2022-09-10,,Active,True,,,6.99
SUB0000346,CUST000308,PLAN03,2019-10-31,2025-06-28,Plan Changed,False,,,22.99
SUB0000347,CUST000308,PLAN03,2025-06-28,,Active,False,,,22.99
SUB0000348,CUST000309,PLAN02,2024-05-28,,Active,True,,,15.49
SUB0000349,CUST000310,PLAN01,2021-10-04,,Cancelled,True,2025-10-15,Too expensive,6.99
SUB0000350,CUST000311,PLAN02,2020-01-16,,Active,True,,,15.49
SUB0000351,CUST000312,PLAN02,2026-01-11,,Cancelled,True,2026-06-08,No longer needed,15.49
SUB0000352,CUST000313,PLAN01,2025-01-06,,Active,True,,,6.99
SUB0000353,CUST000314,PLAN01,2026-03-02,,Cancelled,True,2026-03-11,Not enough content,6.99
SUB0000354,CUST000315,PLAN02,2023-01-03,,Active,True,,,15.49
SUB0000355,CUST000316,PLAN01,2019-12-23,,Active,True,,,6.99
SUB0000356,CUST000317,PLAN01,2023-10-05,,Cancelled,True,2026-05-18,Content quality decline,6.99
SUB0000357,CUST000318,PLAN03,2019-02-02,2019-07-09,Plan Changed,True,,,6.99
SUB0000358,CUST000318,PLAN01,2019-07-09,,Cancelled,True,2026-02-08,Not enough content,6.99
SUB0000359,CUST000319,PLAN03,2026-04-25,,Active,True,,,22.99
SUB0000360,CUST000320,PLAN01,2023-11-21,,Active,True,,,6.99
SUB0000361,CUST000321,PLAN01,2023-12-02,,Active,True,,,6.99
SUB0000362,CUST000322,PLAN03,2025-11-24,,Cancelled,True,2026-05-12,No longer needed,22.99
SUB0000363,CUST000323,PLAN03,2025-12-31,,Active,True,,,22.99
SUB0000364,CUST000324,PLAN02,2023-01-03,,Active,True,,,15.49
SUB0000365,CUST000325,PLAN01,2023-06-17,2026-05-31,Plan Changed,True,,,22.99
SUB0000366,CUST000325,PLAN03,2026-05-31,,Active,True,,,22.99
SUB0000367,CUST000326,PLAN03,2020-02-14,,Active,False,,,22.99
SUB0000368,CUST000327,PLAN02,2022-02-02,,Active,True,,,15.49
SUB0000369,CUST000328,PLAN01,2024-05-25,,Cancelled,True,2026-01-07,No longer needed,6.99
SUB0000370,CUST000329,PLAN01,2025-04-27,,Active,True,,,6.99
SUB0000371,CUST000330,PLAN03,2025-08-28,,Cancelled,True,2026-02-24,Not enough content,22.99
SUB0000372,CUST000331,PLAN02,2025-01-06,,Cancelled,False,2025-11-12,Payment issues,15.49
SUB0000373,CUST000332,PLAN01,2026-04-11,,Active,True,,,6.99
SUB0000374,CUST000333,PLAN02,2025-09-14,,Cancelled,True,2025-11-16,Not enough content,15.49
SUB0000375,CUST000334,PLAN02,2021-09-03,,Active,True,,,15.49
SUB0000376,CUST000335,PLAN01,2021-10-02,,Cancelled,True,2025-10-30,Content quality decline,6.99
SUB0000377,CUST000336,PLAN01,2021-02-21,,Active,True,,,6.99
SUB0000378,CUST000337,PLAN01,2025-06-11,,Cancelled,True,2025-12-23,Too expensive,6.99
SUB0000379,CUST000338,PLAN01,2023-12-29,,Active,True,,,6.99
SUB0000380,CUST000339,PLAN03,2020-06-28,,Active,True,,,22.99
SUB0000381,CUST000340,PLAN01,2020-11-06,,Active,True,,,6.99
SUB0000382,CUST000341,PLAN01,2024-10-31,,Active,False,,,6.99
SUB0000383,CUST000342,PLAN01,2020-09-20,,Active,True,,,6.99
SUB0000384,CUST000343,PLAN03,2020-08-02,,Active,True,,,22.99
SUB0000385,CUST000344,PLAN03,2023-03-27,,Active,True,,,22.99
SUB0000386,CUST000345,PLAN02,2026-01-21,,Cancelled,False,2026-05-23,Found alternative platform,15.49
SUB0000387,CUST000346,PLAN03,2019-12-16,,Active,False,,,22.99
SUB0000388,CUST000347,PLAN01,2024-10-02,,Active,True,,,6.99
SUB0000389,CUST000348,PLAN01,2022-08-18,,Active,False,,,6.99
SUB0000390,CUST000349,PLAN01,2019-07-09,,Active,True,,,6.99
SUB0000391,CUST000350,PLAN03,2026-02-20,,Active,True,,,22.99
SUB0000392,CUST000351,PLAN02,2023-05-05,,Active,True,,,15.49
SUB0000393,CUST000352,PLAN01,2021-10-21,,Cancelled,True,2026-04-28,Payment issues,6.99
SUB0000394,CUST000353,PLAN02,2025-03-12,,Cancelled,True,2026-05-30,Technical issues,15.49
SUB0000395,CUST000354,PLAN01,2025-09-16,,Active,True,,,6.99
SUB0000396,CUST000355,PLAN03,2024-02-09,,Active,True,,,22.99
SUB0000397,CUST000356,PLAN02,2019-01-18,,Active,True,,,15.49
SUB0000398,CUST000357,PLAN01,2019-11-30,,Active,True,,,6.99
SUB0000399,CUST000358,PLAN03,2020-02-14,,Active,True,,,22.99
SUB0000400,CUST000359,PLAN01,2019-01-20,,Active,True,,,6.99
SUB0000401,CUST000360,PLAN02,2024-02-17,,Active,True,,,15.49
SUB0000402,CUST000361,PLAN02,2019-11-24,,Cancelled,True,2026-04-17,Found alternative platform,15.49
SUB0000403,CUST000362,PLAN02,2022-10-25,,Active,True,,,15.49
SUB0000404,CUST000363,PLAN02,2023-05-05,,Active,True,,,15.49
SUB0000405,CUST000364,PLAN01,2020-03-16,2024-11-05,Plan Changed,True,,,6.99
SUB0000406,CUST000364,PLAN01,2024-11-05,,Cancelled,True,2026-05-31,Not enough content,6.99
SUB0000407,CUST000365,PLAN01,2021-05-10,,Active,False,,,6.99
SUB0000408,CUST000366,PLAN02,2023-04-02,,Active,False,,,15.49
SUB0000409,CUST000367,PLAN02,2023-12-04,,Active,True,,,15.49
SUB0000410,CUST000368,PLAN03,2019-10-13,,Active,True,,,22.99
SUB0000411,CUST000369,PLAN01,2020-11-18,,Active,True,,,6.99
SUB0000412,CUST000370,PLAN03,2019-04-23,,Cancelled,True,2026-06-28,Too expensive,22.99
SUB0000413,CUST000371,PLAN02,2025-09-18,,Active,True,,,15.49
SUB0000414,CUST000372,PLAN01,2022-10-27,,Active,True,,,6.99
SUB0000415,CUST000373,PLAN01,2023-08-08,,Active,False,,,6.99
SUB0000416,CUST000374,PLAN02,2021-07-25,,Cancelled,True,2026-03-12,Payment issues,15.49
SUB0000417,CUST000375,PLAN02,2025-08-21,,Active,True,,,15.49
SUB0000418,CUST000376,PLAN03,2025-05-13,,Active,True,,,22.99
SUB0000419,CUST000377,PLAN01,2022-08-20,,Active,True,,,6.99
SUB0000420,CUST000378,PLAN02,2023-01-18,,Active,False,,,15.49
SUB0000421,CUST000379,PLAN02,2020-02-05,,Active,True,,,15.49
SUB0000422,CUST000380,PLAN02,2021-04-06,,Active,True,,,15.49
SUB0000423,CUST000381,PLAN02,2021-07-27,,Active,True,,,15.49
SUB0000424,CUST000382,PLAN03,2024-06-02,,Cancelled,True,2025-11-15,No longer needed,22.99
SUB0000425,CUST000383,PLAN03,2019-01-16,,Cancelled,True,2026-01-10,Poor customer service experience,22.99
SUB0000426,CUST000384,PLAN03,2021-05-14,,Cancelled,True,2026-01-04,Not enough content,22.99
SUB0000427,CUST000385,PLAN02,2022-05-09,,Active,True,,,15.49
SUB0000428,CUST000386,PLAN03,2024-01-16,2025-04-06,Plan Changed,True,,,6.99
SUB0000429,CUST000386,PLAN01,2025-04-06,,Active,True,,,6.99
SUB0000430,CUST000387,PLAN01,2020-11-05,,Cancelled,False,2026-03-27,Not enough content,6.99
SUB0000431,CUST000388,PLAN01,2019-07-12,,Cancelled,False,2026-06-19,Too expensive,6.99
SUB0000432,CUST000389,PLAN01,2025-09-29,,Active,True,,,6.99
SUB0000433,CUST000390,PLAN01,2021-06-23,,Active,True,,,6.99
SUB0000434,CUST000391,PLAN01,2021-01-25,,Active,True,,,6.99
SUB0000435,CUST000392,PLAN02,2021-06-09,,Active,False,,,15.49
SUB0000436,CUST000393,PLAN02,2024-05-25,,Active,True,,,15.49
SUB0000437,CUST000394,PLAN01,2021-04-10,,Cancelled,True,2026-03-12,No longer needed,6.99
SUB0000438,CUST000395,PLAN03,2022-08-23,,Active,False,,,22.99
SUB0000439,CUST000396,PLAN01,2025-05-27,,Active,True,,,6.99
SUB0000440,CUST000397,PLAN03,2020-12-15,,Active,True,,,22.99
SUB0000441,CUST000398,PLAN03,2019-07-26,,Active,True,,,22.99
SUB0000442,CUST000399,PLAN01,2021-09-17,,Cancelled,True,2026-06-08,Household budget cuts,6.99
SUB0000443,CUST000400,PLAN02,2019-08-10,,Active,True,,,15.49
SUB0000444,CUST000401,PLAN01,2023-03-05,,Active,True,,,6.99
SUB0000445,CUST000402,PLAN03,2022-12-01,2025-05-09,Plan Changed,True,,,15.49
SUB0000446,CUST000402,PLAN02,2025-05-09,,Cancelled,True,2026-06-10,Too expensive,15.49
SUB0000447,CUST000403,PLAN01,2024-07-25,,Active,True,,,6.99
SUB0000448,CUST000404,PLAN02,2023-11-07,,Active,True,,,15.49
SUB0000449,CUST000405,PLAN02,2023-09-17,,Active,True,,,15.49
SUB0000450,CUST000406,PLAN01,2023-09-07,,Cancelled,True,2026-03-13,Too expensive,6.99
SUB0000451,CUST000407,PLAN01,2025-03-22,,Active,True,,,6.99
SUB0000452,CUST000408,PLAN01,2022-09-30,,Cancelled,True,2025-10-16,Household budget cuts,6.99
SUB0000453,CUST000409,PLAN02,2024-01-07,,Active,True,,,15.49
SUB0000454,CUST000410,PLAN02,2024-11-01,,Active,True,,,15.49
SUB0000455,CUST000411,PLAN01,2024-11-27,,Active,True,,,6.99
SUB0000456,CUST000412,PLAN02,2021-04-28,,Cancelled,False,2026-03-01,Content quality decline,15.49
SUB0000457,CUST000413,PLAN03,2021-09-10,,Active,True,,,22.99
SUB0000458,CUST000414,PLAN01,2020-09-21,,Active,True,,,6.99
SUB0000459,CUST000415,PLAN01,2025-04-27,,Active,True,,,6.99
SUB0000460,CUST000416,PLAN01,2021-10-15,,Active,True,,,6.99
SUB0000461,CUST000417,PLAN01,2022-07-10,,Active,True,,,6.99
SUB0000462,CUST000418,PLAN01,2019-08-17,,Active,True,,,6.99
SUB0000463,CUST000419,PLAN02,2023-02-20,,Active,True,,,15.49
SUB0000464,CUST000420,PLAN01,2021-01-06,,Cancelled,False,2026-02-23,Too expensive,6.99
SUB0000465,CUST000421,PLAN02,2022-08-15,,Active,True,,,15.49
SUB0000466,CUST000422,PLAN01,2021-08-19,2023-02-17,Plan Changed,True,,,6.99
SUB0000467,CUST000422,PLAN01,2023-02-17,,Active,True,,,6.99
SUB0000468,CUST000423,PLAN03,2020-05-12,,Active,True,,,22.99
SUB0000469,CUST000424,PLAN02,2022-07-15,,Active,True,,,15.49
SUB0000470,CUST000425,PLAN02,2021-03-22,,Active,False,,,15.49
SUB0000471,CUST000426,PLAN01,2023-12-28,,Active,True,,,6.99
SUB0000472,CUST000427,PLAN03,2024-11-26,,Active,True,,,22.99
SUB0000473,CUST000428,PLAN01,2022-01-05,,Cancelled,True,2026-01-01,Payment issues,6.99
SUB0000474,CUST000429,PLAN01,2021-10-08,,Active,False,,,6.99
SUB0000475,CUST000430,PLAN01,2022-12-07,,Active,True,,,6.99
SUB0000476,CUST000431,PLAN01,2023-07-26,,Active,True,,,6.99
SUB0000477,CUST000432,PLAN02,2024-09-14,,Active,True,,,15.49
SUB0000478,CUST000433,PLAN02,2026-05-02,,Active,True,,,15.49
SUB0000479,CUST000434,PLAN03,2019-05-30,,Cancelled,False,2025-12-29,Found alternative platform,22.99
SUB0000480,CUST000435,PLAN02,2025-05-01,,Active,True,,,15.49
SUB0000481,CUST000436,PLAN01,2022-06-28,,Active,True,,,6.99
SUB0000482,CUST000437,PLAN02,2025-05-15,,Active,True,,,15.49
SUB0000483,CUST000438,PLAN02,2021-09-24,,Active,True,,,15.49
SUB0000484,CUST000439,PLAN02,2025-10-30,2026-03-06,Plan Changed,True,,,6.99
SUB0000485,CUST000439,PLAN01,2026-03-06,,Active,True,,,6.99
SUB0000486,CUST000440,PLAN02,2019-04-11,,Active,True,,,15.49
SUB0000487,CUST000441,PLAN02,2023-01-17,,Active,False,,,15.49
SUB0000488,CUST000442,PLAN02,2022-08-12,,Active,True,,,15.49
SUB0000489,CUST000443,PLAN03,2022-08-31,,Active,True,,,22.99
SUB0000490,CUST000444,PLAN03,2019-07-12,,Active,True,,,22.99
SUB0000491,CUST000445,PLAN01,2024-05-12,,Cancelled,True,2026-02-11,No longer needed,6.99
SUB0000492,CUST000446,PLAN02,2022-07-22,,Active,True,,,15.49
SUB0000493,CUST000447,PLAN03,2020-05-12,,Active,True,,,22.99
SUB0000494,CUST000448,PLAN02,2022-07-21,,Active,True,,,15.49
SUB0000495,CUST000449,PLAN01,2020-07-27,,Cancelled,True,2026-01-18,Too expensive,6.99
SUB0000496,CUST000450,PLAN03,2022-08-07,,Active,True,,,22.99
SUB0000497,CUST000451,PLAN01,2024-09-08,,Active,True,,,6.99
SUB0000498,CUST000452,PLAN02,2022-11-25,,Active,True,,,15.49
SUB0000499,CUST000453,PLAN02,2021-12-27,,Active,False,,,15.49
SUB0000500,CUST000454,PLAN02,2020-12-18,,Active,True,,,15.49
SUB0000501,CUST000455,PLAN02,2022-07-17,,Active,True,,,15.49
SUB0000502,CUST000456,PLAN02,2021-06-13,,Active,True,,,15.49
SUB0000503,CUST000457,PLAN01,2019-03-01,,Active,False,,,6.99
SUB0000504,CUST000458,PLAN02,2020-03-29,,Active,False,,,15.49
SUB0000505,CUST000459,PLAN01,2024-04-17,,Active,True,,,6.99
SUB0000506,CUST000460,PLAN03,2026-01-21,,Active,False,,,22.99
SUB0000507,CUST000461,PLAN01,2021-11-14,,Cancelled,True,2025-12-24,No longer needed,6.99
SUB0000508,CUST000462,PLAN01,2019-01-12,,Active,True,,,6.99
SUB0000509,CUST000463,PLAN03,2025-10-18,,Active,True,,,22.99
SUB0000510,CUST000464,PLAN03,2019-09-21,,Active,True,,,22.99
SUB0000511,CUST000465,PLAN01,2024-06-29,,Active,True,,,6.99
SUB0000512,CUST000466,PLAN02,2025-11-25,,Active,False,,,15.49
SUB0000513,CUST000467,PLAN01,2022-08-21,,Cancelled,True,2026-06-29,Too expensive,6.99
SUB0000514,CUST000468,PLAN03,2021-03-23,,Active,True,,,22.99
SUB0000515,CUST000469,PLAN01,2023-07-05,,Active,True,,,6.99
SUB0000516,CUST000470,PLAN02,2024-04-12,,Active,True,,,15.49
SUB0000517,CUST000471,PLAN02,2026-05-30,,Active,True,,,15.49
SUB0000518,CUST000472,PLAN01,2019-03-17,,Cancelled,True,2026-03-14,Found alternative platform,6.99
SUB0000519,CUST000473,PLAN01,2025-05-25,,Cancelled,True,2026-04-09,Poor customer service experience,6.99
SUB0000520,CUST000474,PLAN02,2022-01-20,,Active,True,,,15.49
SUB0000521,CUST000475,PLAN02,2021-10-06,,Active,True,,,15.49
SUB0000522,CUST000476,PLAN02,2024-11-03,,Active,False,,,15.49
SUB0000523,CUST000477,PLAN03,2021-08-19,,Active,False,,,22.99
SUB0000524,CUST000478,PLAN01,2022-05-02,,Cancelled,False,2025-10-09,Moving / relocation,6.99
SUB0000525,CUST000479,PLAN02,2020-07-08,2024-11-02,Plan Changed,True,,,15.49
SUB0000526,CUST000479,PLAN02,2024-11-02,,Cancelled,True,2025-12-18,Poor customer service experience,15.49
SUB0000527,CUST000480,PLAN02,2025-11-08,,Cancelled,True,2026-06-21,Moving / relocation,15.49
SUB0000528,CUST000481,PLAN02,2023-03-30,2023-08-19,Plan Changed,True,,,6.99
SUB0000529,CUST000481,PLAN01,2023-08-19,,Active,True,,,6.99
SUB0000530,CUST000482,PLAN02,2020-01-20,,Active,True,,,15.49
SUB0000531,CUST000483,PLAN01,2021-08-25,,Active,True,,,6.99
SUB0000532,CUST000484,PLAN02,2022-07-14,,Active,True,,,15.49
SUB0000533,CUST000485,PLAN01,2024-05-28,,Active,True,,,6.99
SUB0000534,CUST000486,PLAN01,2019-06-17,,Active,True,,,6.99
SUB0000535,CUST000487,PLAN03,2025-09-11,,Cancelled,True,2026-03-12,Too expensive,22.99
SUB0000536,CUST000488,PLAN03,2026-05-11,,Active,True,,,22.99
SUB0000537,CUST000489,PLAN01,2020-05-31,,Active,True,,,6.99
SUB0000538,CUST000490,PLAN02,2025-06-19,,Active,True,,,15.49
SUB0000539,CUST000491,PLAN03,2025-04-24,2026-06-28,Plan Changed,False,,,6.99
SUB0000540,CUST000491,PLAN01,2026-06-28,,Cancelled,False,,Poor customer service experience,6.99
SUB0000541,CUST000492,PLAN01,2022-10-27,,Active,True,,,6.99
SUB0000542,CUST000493,PLAN02,2025-03-07,2026-03-31,Plan Changed,True,,,6.99
SUB0000543,CUST000493,PLAN01,2026-03-31,,Cancelled,True,2026-06-20,Content quality decline,6.99
SUB0000544,CUST000494,PLAN01,2022-10-13,,Active,False,,,6.99
SUB0000545,CUST000495,PLAN02,2019-08-10,,Active,True,,,15.49
SUB0000546,CUST000496,PLAN01,2019-11-21,,Active,True,,,6.99
SUB0000547,CUST000497,PLAN01,2025-05-14,,Cancelled,False,2025-10-18,Not enough content,6.99
SUB0000548,CUST000498,PLAN03,2021-10-23,,Active,True,,,22.99
SUB0000549,CUST000499,PLAN03,2024-02-02,,Cancelled,True,2025-10-03,Password sharing crackdown,22.99
SUB0000550,CUST000500,PLAN03,2021-11-19,,Active,True,,,22.99
SUB0000551,CUST000501,PLAN03,2026-03-11,,Cancelled,True,2026-04-20,Technical issues,22.99
SUB0000552,CUST000502,PLAN02,2025-03-30,,Active,False,,,15.49
SUB0000553,CUST000503,PLAN01,2019-01-12,,Active,True,,,6.99
SUB0000554,CUST000504,PLAN01,2024-04-14,,Active,True,,,6.99
SUB0000555,CUST000505,PLAN03,2022-09-03,,Active,True,,,22.99
SUB0000556,CUST000506,PLAN01,2020-08-31,,Active,True,,,6.99
SUB0000557,CUST000507,PLAN02,2023-02-01,,Active,True,,,15.49
SUB0000558,CUST000508,PLAN02,2022-06-20,,Active,True,,,15.49
SUB0000559,CUST000509,PLAN03,2023-12-11,,Active,False,,,22.99
SUB0000560,CUST000510,PLAN01,2025-10-26,,Cancelled,True,2026-03-01,Too expensive,6.99
SUB0000561,CUST000511,PLAN01,2023-01-27,,Active,True,,,6.99
SUB0000562,CUST000512,PLAN02,2023-12-25,,Active,False,,,15.49
SUB0000563,CUST000513,PLAN02,2020-01-06,,Active,True,,,15.49
SUB0000564,CUST000514,PLAN02,2021-06-29,,Active,True,,,15.49
SUB0000565,CUST000515,PLAN03,2019-06-13,,Active,True,,,22.99
SUB0000566,CUST000516,PLAN03,2024-10-18,,Active,True,,,22.99
SUB0000567,CUST000517,PLAN02,2023-05-03,,Active,True,,,15.49
SUB0000568,CUST000518,PLAN02,2021-01-20,2021-06-05,Plan Changed,True,,,15.49
SUB0000569,CUST000518,PLAN02,2021-06-05,,Active,True,,,15.49
SUB0000570,CUST000519,PLAN01,2024-02-07,2025-04-22,Plan Changed,True,,,22.99
SUB0000571,CUST000519,PLAN03,2025-04-22,,Active,True,,,22.99
SUB0000572,CUST000520,PLAN02,2025-07-08,,Cancelled,True,2026-06-10,Technical issues,15.49
SUB0000573,CUST000521,PLAN01,2023-03-24,,Active,True,,,6.99
SUB0000574,CUST000522,PLAN02,2023-01-15,,Cancelled,False,2025-10-31,Poor customer service experience,15.49
SUB0000575,CUST000523,PLAN02,2021-08-08,,Active,False,,,15.49
SUB0000576,CUST000524,PLAN02,2019-10-04,,Active,True,,,15.49
SUB0000577,CUST000525,PLAN02,2025-04-02,,Cancelled,True,2025-12-01,Not enough content,15.49
SUB0000578,CUST000526,PLAN01,2022-08-28,,Cancelled,True,2026-03-15,Found alternative platform,6.99
SUB0000579,CUST000527,PLAN03,2022-07-18,,Cancelled,True,2026-04-17,No longer needed,22.99
SUB0000580,CUST000528,PLAN03,2022-09-06,,Cancelled,True,2026-03-26,Technical issues,22.99
SUB0000581,CUST000529,PLAN02,2019-03-10,,Active,True,,,15.49
SUB0000582,CUST000530,PLAN02,2021-02-01,,Cancelled,False,2026-02-14,Poor customer service experience,15.49
SUB0000583,CUST000531,PLAN01,2019-01-30,,Active,True,,,6.99
SUB0000584,CUST000532,PLAN01,2021-03-01,,Active,True,,,6.99
SUB0000585,CUST000533,PLAN01,2021-06-22,,Active,True,,,6.99
SUB0000586,CUST000534,PLAN02,2022-10-15,,Active,True,,,15.49
SUB0000587,CUST000535,PLAN03,2025-04-04,2025-08-31,Plan Changed,True,,,22.99
SUB0000588,CUST000535,PLAN03,2025-08-31,,Cancelled,True,2026-04-16,Payment issues,22.99
SUB0000589,CUST000536,PLAN02,2022-05-01,,Active,False,,,15.49
SUB0000590,CUST000537,PLAN01,2025-02-07,,Cancelled,True,2026-06-19,No longer needed,6.99
SUB0000591,CUST000538,PLAN01,2022-02-16,,Active,False,,,6.99
SUB0000592,CUST000539,PLAN02,2020-04-25,,Active,True,,,15.49
SUB0000593,CUST000540,PLAN02,2025-01-24,,Cancelled,True,2026-05-14,Not enough content,15.49
SUB0000594,CUST000541,PLAN02,2019-10-18,,Active,True,,,15.49
SUB0000595,CUST000542,PLAN01,2023-02-15,,Active,True,,,6.99
SUB0000596,CUST000543,PLAN01,2019-11-01,,Cancelled,True,2026-05-10,Too expensive,6.99
SUB0000597,CUST000544,PLAN02,2023-06-04,,Active,True,,,15.49
SUB0000598,CUST000545,PLAN01,2024-04-23,2025-11-26,Plan Changed,True,,,15.49
SUB0000599,CUST000545,PLAN02,2025-11-26,,Active,True,,,15.49
SUB0000600,CUST000546,PLAN03,2020-11-21,,Active,True,,,22.99
SUB0000601,CUST000547,PLAN03,2025-03-09,,Active,False,,,22.99
SUB0000602,CUST000548,PLAN02,2020-09-22,,Active,True,,,15.49
SUB0000603,CUST000549,PLAN01,2024-04-21,,Cancelled,True,2025-11-04,Not enough content,6.99
SUB0000604,CUST000550,PLAN02,2020-09-09,,Active,True,,,15.49
SUB0000605,CUST000551,PLAN01,2019-07-27,,Active,True,,,6.99
SUB0000606,CUST000552,PLAN02,2019-10-15,,Active,True,,,15.49
SUB0000607,CUST000553,PLAN03,2019-10-11,,Cancelled,True,2026-05-07,Content quality decline,22.99
SUB0000608,CUST000554,PLAN02,2020-04-03,,Cancelled,True,2025-10-15,Found alternative platform,15.49
SUB0000609,CUST000555,PLAN03,2022-11-13,,Active,False,,,22.99
SUB0000610,CUST000556,PLAN01,2024-07-30,,Active,True,,,6.99
SUB0000611,CUST000557,PLAN01,2025-06-06,,Active,True,,,6.99
SUB0000612,CUST000558,PLAN02,2020-07-14,,Cancelled,False,2026-06-10,Not enough content,15.49
SUB0000613,CUST000559,PLAN03,2025-04-10,,Cancelled,True,2026-04-03,Found alternative platform,22.99
SUB0000614,CUST000560,PLAN02,2025-12-27,,Active,True,,,15.49
SUB0000615,CUST000561,PLAN01,2025-03-04,,Cancelled,True,2026-04-23,Too expensive,6.99
SUB0000616,CUST000562,PLAN03,2021-08-21,2025-04-26,Plan Changed,True,,,15.49
SUB0000617,CUST000562,PLAN02,2025-04-26,,Active,True,,,15.49
SUB0000618,CUST000563,PLAN01,2023-08-12,,Active,True,,,6.99
SUB0000619,CUST000564,PLAN01,2023-06-28,,Cancelled,True,2026-03-17,Moving / relocation,6.99
SUB0000620,CUST000565,PLAN02,2023-02-23,,Active,True,,,15.49
SUB0000621,CUST000566,PLAN02,2019-11-08,,Active,True,,,15.49
SUB0000622,CUST000567,PLAN03,2024-09-05,,Active,False,,,22.99
SUB0000623,CUST000568,PLAN02,2023-08-08,,Active,True,,,15.49
SUB0000624,CUST000569,PLAN03,2024-04-15,,Active,True,,,22.99
SUB0000625,CUST000570,PLAN03,2025-07-07,,Active,True,,,22.99
SUB0000626,CUST000571,PLAN03,2023-08-14,,Active,False,,,22.99
SUB0000627,CUST000572,PLAN01,2020-12-08,2025-03-28,Plan Changed,False,,,6.99
SUB0000628,CUST000572,PLAN01,2025-03-28,,Active,False,,,6.99
SUB0000629,CUST000573,PLAN01,2020-07-20,,Cancelled,False,2026-06-07,Password sharing crackdown,6.99
SUB0000630,CUST000574,PLAN02,2026-04-09,,Active,True,,,15.49
SUB0000631,CUST000575,PLAN01,2020-10-26,,Cancelled,True,2025-10-27,Content quality decline,6.99
SUB0000632,CUST000576,PLAN01,2024-01-11,,Active,True,,,6.99
SUB0000633,CUST000577,PLAN01,2022-07-07,,Active,True,,,6.99
SUB0000634,CUST000578,PLAN03,2019-07-17,,Active,True,,,22.99
SUB0000635,CUST000579,PLAN01,2019-06-03,,Active,True,,,6.99
SUB0000636,CUST000580,PLAN01,2026-04-14,,Cancelled,True,2026-05-05,No longer needed,6.99
SUB0000637,CUST000581,PLAN03,2024-10-15,,Active,True,,,22.99
SUB0000638,CUST000582,PLAN01,2020-05-10,,Active,False,,,6.99
SUB0000639,CUST000583,PLAN02,2025-07-26,,Active,True,,,15.49
